Horodateur	Votre université :	Votre classement :	Note à l'UC1 : (avec une virgule et pas un point)	UC1/20	Note à l'UC2 : (avec une virgule et pas un point)	UC2/20	Note à l'UC3 : (avec une virgule et pas un point)	UC3/20	Note à la LCA : (avec une virgule et pas un point)	LCA/20	Votre classement au concours blancs (après l'ensemble des UC d'avril) ?	Note total
01/07/2023 07:33	Tours	4198	74,75	15,74	70,35	14,81	75	15,79	30,2	11,62	5200	250,3
01/07/2023 07:55	Lille	5044	71,25	15	70,83	14,91	72,8	15,33	30,2	11,62	2530	245,08
01/07/2023 08:09	Nancy	1466	77,8	16,38	78,68	16,56	79,03	16,64	31,4	12,08	2477	266,91
01/07/2023 08:39	Caen	3396	78,55	16,54	70,28	14,8	78,73	16,57	27,2	10,46	2610	254,76
01/07/2023 08:46	Marseille	13	85,7	18,04	85,67	18,04	83,83	17,65	37,8	14,54	242	293
01/07/2023 08:47	Lille	720	81,35	17,13	77,07	16,23	77,02	16,21	38,2	14,69	811	273,64
01/07/2023 08:55	Nantes	1855	77,75	16,37	78,15	16,45	77,4	16,29	30,8	11,85	3111	264,1
01/07/2023 08:59	Lyon Est	6420	68,5	14,42	64,18	13,51	68,15	14,35	34,6	13,31	J'ai pas fait la 2nde partie	235,43
01/07/2023 09:04	Tours	4509	69,9	14,72	72,12	15,18	71,67	15,09	34,8	13,38	6224	248,49
01/07/2023 09:19	Marseille	2210	80,35	16,92	76,73	16,15	73,17	15,4	31,6	12,15	341	261,85
01/07/2023 09:19	Rouen	4983	68,25	14,37	74,85	15,76	68,7	14,46	33,6	12,92	4341	245,4
01/07/2023 09:19	Toulouse	37	82,1	17,28	84,02	17,69	82,8	17,43	40,8	15,69	83	289,72
01/07/2023 09:24	Bordeaux	3377	73,15	15,4	72,52	15,27	74,67	15,72	34,6	13,31	J’ai pas fait la LCA	254,94
01/07/2023 09:29	Strasbourg	5742	71,42	15,04	69,25	14,58	71,87	15,13	28	10,77	4800	240,54
01/07/2023 09:31	Lyon sud	6945	66,7	14,04	70,05	14,75	68,72	14,47	25,4	9,77	5065	230,87
01/07/2023 09:32	Dijon	6313	66,15	13,93	73,5	15,47	70,67	14,88	26	10	6700	236,32
01/07/2023 09:48	Poitiers	4735	77,55	16,33	72,8	15,33	72,5	15,26	24,2	9,31	4658	247,05
01/07/2023 09:52	Rennes	707	82,05	17,27	79,75	16,79	77,57	16,33	34,4	13,23	3389	273,77
01/07/2023 10:12	Montpellier	2	86,4	18,19	89,85	18,92	78,43	16,51	45,4	17,46	1	300,08
01/07/2023 10:19	Reims	6340	65,65	13,82	75,25	15,84	70,03	14,74	25,2	9,69	6321	236,13
01/07/2023 10:23	Angers	7971	65,2	13,73	62,33	13,12	63,07	13,28	29	11,15	7200	219,6
01/07/2023 10:25	Nice	3402	77,4	16,29	75,18	15,83	69,37	14,6	32,8	12,62	2450	254,75
01/07/2023 10:29	Limoges	4812	73,25	15,42	72,98	15,36	73,5	15,47	26,8	10,31	5100	246,53
01/07/2023 10:38	Strasbourg	4498	74,4	15,66	69,62	14,66	77,33	16,28	27,2	10,46	2406	248,55
01/07/2023 10:43	Strasbourg	8591	53,3	11,22	71,05	14,96	59,4	12,51	24,8	9,54	8329	208,55
01/07/2023 10:55	poitiers	6870	69,2	14,57	65	13,68	72,47	15,26	24,8	9,54	5200	231,47
01/07/2023 10:55	Dijon	3791	72,85	15,34	78	16,42	72,95	15,36	29	11,15	2405	252,8
01/07/2023 10:56	Amiens	3390	75,45	15,88	76,22	16,05	76,57	16,12	26,6	10,23	2880	254,84
01/07/2023 11:15	Toulouse	7829	63,5	13,37	65,57	13,8	69,38	14,61	23	8,85	6222	221,45
01/07/2023 11:28	Tours	4180	74	15,58	72,37	15,24	77,02	16,21	27	10,38	5500	250,39
01/07/2023 11:32	Poutiers	5743	70,89	14,92	66,82	14,07	73,32	15,44	29,6	11,38	5500	240,63
01/07/2023 11:45	Paris-Cité	925	79,65	16,77	79,93	16,83	73,25	15,42	38,4	14,77	1400	271,23
01/07/2023 11:49	Toulouse	5188	68,35	14,39	71,18	14,99	73,7	15,52	31	11,92	5380	244,23
01/07/2023 11:56	Toulouse	579	81,95	17,25	81,67	17,19	76,65	16,14	35,2	13,54	330	275,47
01/07/2023 11:58	Nancy	6046	66,6	14,02	75,77	15,95	68,05	14,33	28	10,77	2816	238,42
01/07/2023 12:16	Brest	3000	74,15	15,61	75	15,79	79,43	16,72	28,6	11	2948	257,18
01/07/2023 12:16	Lyon est	6390	61,07	12,86	73,3	15,43	68,88	14,5	32,4	12,46	5255	235,65
01/07/2023 12:19	Université Paris cité	4222	75	15,79	75,08	15,81	70,28	14,8	29,8	11,46	2500	250,16
01/07/2023 12:23	Lille	4053	76,95	16,2	73,1	15,39	68,43	14,41	32,8	12,62	3860	251,28
01/07/2023 12:39	Nice	2980	72,15	15,19	75,83	15,96	72,6	15,28	36,8	14,15	3140	257,38
01/07/2023 12:43	Paris 6	489	81,4	17,14	83,42	17,56	74,4	15,66	37,2	14,31	86	276,42
01/07/2023 12:46	Lyon Est	2244	79,05	16,64	77,2	16,25	73,78	15,53	32	12,31	4028	262,03
01/07/2023 12:49	Nice	7452	66,9	14,08	66,18	13,93	64,83	13,65	28	10,77	3839	225,91
01/07/2023 12:54	Brest	3386	73,75	15,53	77,48	16,31	71,03	14,95	32,6	12,54	2253	254,86
01/07/2023 13:02	Reims	962	79	16,63	81,03	17,06	77,18	16,25	33,6	12,92	1695	270,81
01/07/2023 13:09	P5	9020	58	12,21	62,32	13,12	61,63	12,97	15	5,77	8450	196,95
01/07/2023 13:22	Poitiers	3191	78,6	16,55	70,53	14,85	74,37	15,66	32,4	12,46	2943	255,9
01/07/2023 13:44	Marseille	9004	54,42	11,46	57,23	12,05	61,23	12,89	24,6	9,46	7462	197,48
01/07/2023 13:54	Marseille	964	81,8	17,22	79,7	16,78	71,5	15,05	37,8	14,54	3299	270,8
01/07/2023 14:22	Tours	532	80,7	16,99	81,97	17,26	79,12	16,66	34,2	13,15	454	275,99
01/07/2023 14:28	Limoges	2605	72,85	15,34	78,32	16,49	75,15	15,82	33,2	12,77	2875	259,52
01/07/2023 14:51	Lyon Sud	807	79,55	16,75	80,27	16,9	77,97	16,41	34,8	13,38	731	272,59
01/07/2023 15:39	Lyon Est	2193	81,65	17,19	78,02	16,43	73,12	15,39	29,2	11,23	2006	261,99
01/07/2023 15:42	Clermont	4244	72,2	15,2	73,72	15,52	71,93	15,14	32,2	12,38	5900	250,05
01/07/2023 15:51	Marseille	4078	70,61	14,87	72,13	15,19	74,6	15,71	33,8	13	3706	251,14
01/07/2023 16:10	Lyon sud	6178	68	14,32	67,57	14,23	73,52	15,48	28	10,77	8900	237,09
01/07/2023 16:12	Limoges	7358	66,8	14,06	68,82	14,49	66	13,89	25,4	9,77	5886	227,02
01/07/2023 16:28	Lille	3069	74,9	15,77	74,48	15,68	76,9	16,19	30,4	11,69	2900	256,68
01/07/2023 16:36	Saint Etienne	7929	59,8	12,59	63,9	13,45	68,57	14,44	28	10,77	5900	220,27
01/07/2023 16:40	Toulouse	7036	61,17	12,88	72,4	15,24	69,67	14,67	26,8	10,31	non fait	230,04
01/07/2023 17:12	P12	1204	78,3	16,48	80,82	17,01	77,93	16,41	31,8	12,23	1501	268,85
01/07/2023 17:45	Lyon Sud	721	81,2	17,09	79,23	16,68	75,4	15,87	37,8	14,54	2695	273,63
01/07/2023 17:46	UPC (ex Paris 7 Diderot)	6514	70	14,74	70,37	14,81	67,07	14,12	27,2	10,46	environ 4000	234,64
01/07/2023 18:05	Lille	933	75,55	15,91	77,42	16,3	76,82	16,17	41,4	15,92	3300	271,19
01/07/2023 18:06	Poitiers	505	75,95	15,99	83,33	17,54	80,77	17	36,2	13,92	156	276,25
01/07/2023 18:11	Clermont Ferrand	4047	68,5	14,42	76,83	16,17	74,4	15,66	31,6	12,15	4484	251,33
01/07/2023 18:28	Aix-Marseille	6785	65,7	13,83	66,37	13,97	67,08	14,12	33	12,69	Non fait	232,15
01/07/2023 18:45	Rouen	262	80,7	16,99	79,2	16,67	78,9	16,61	41,4	15,92	429	280,2
01/07/2023 19:23	Sorbonne Université	312	81,7	17,2	78,78	16,59	76,73	16,15	42,2	16,23	113	279,41
01/07/2023 19:50	Tours	4051	69,5	14,63	74,98	15,79	76,02	16	30,8	11,85	3976	251,3
01/07/2023 20:05	Poitiers	4080	73,6	15,49	75,23	15,84	75,28	15,85	27	10,38	3670	251,11
01/07/2023 20:06	lyon sud	311	84,95	17,88	79,17	16,67	79,7	16,78	35,6	13,69	1545	279,42
01/07/2023 21:07	Nantes	1177	78,85	16,6	78,27	16,48	76,17	16,04	35,8	13,77	1674	269,09
01/07/2023 21:52	Tours	3546	71,1	14,97	75,78	15,95	73,73	15,52	33,4	12,85	4000	254,01
01/07/2023 23:02	Angers	7820	69,5	14,63	67,67	14,25	63,9	13,45	20,6	7,92	6900	221,67
01/07/2023 23:02	Amiens	6387	64,4	13,56	70,13	14,76	77,55	16,33	23,6	9,08	3791	235,68
01/07/2023 23:54	P12	323	81,75	17,21	80,83	17,02	78,87	16,6	37,8	14,54	986	279,25
02/07/2023 00:30	Paris 7	6162	70,1	14,76	75,18	15,83	64,75	13,63	27,6	10,62	4525	237,63
02/07/2023 00:51	Strasbourg	8559	57,8	12,17	61,28	12,9	58,95	12,41	31,2	12	N	209,23
02/07/2023 06:38	P11	6456	68,2	14,36	71,45	15,04	68,27	14,37	27,2	10,46	5901	235,12
02/07/2023 09:50	Marseille	835	83,35	17,55	76,52	16,11	76,87	16,18	35,6	13,69	823	272,34
02/07/2023 10:31	Bordeaux	4041	73,3	15,43	71,92	15,14	75,6	15,92	30,6	11,77	Jsp	251,42
02/07/2023 10:41	Tours	1410	75,75	15,95	81,72	17,2	74,57	15,7	35,2	13,54	350	267,24
02/07/2023 10:42	Strasbourg	391	82,3	17,33	83,08	17,49	78,4	16,51	34,2	13,15	184	277,98
02/07/2023 12:12	Université de Paris	5703	69,75	14,68	75,15	15,82	69,28	14,59	26,6	10,23	4422	240,78
02/07/2023 13:42	Nice	565	80,75	17	81,37	17,13	77,68	16,35	35,8	13,77	1100	275,6
02/07/2023 14:10	Toulouse	1394	75,75	15,95	81,12	17,08	77,28	16,27	33,2	12,77	3000	267,35
02/07/2023 14:26	Lorraine	1709	83,25	17,53	76,48	16,1	75,1	15,81	30,4	11,69	1370	265,23
02/07/2023 14:31	Université Paris-Saclay (P11)	1616	77,45	16,31	75	15,79	72,97	15,36	40,4	15,54	1928	265,82
02/07/2023 14:46	Université Paris-Saclay (P11)	202	80,6	16,97	78,38	16,5	79,15	16,66	43,4	16,69	7000 (environ sans avoir fait la dernière session)	281,53
02/07/2023 16:36	Lyon Sud	2612	76,45	16,09	75,17	15,83	74,25	15,63	33,6	12,92	7000 (sans lca)	259,47
02/07/2023 16:44	Poitiers	700	85,35	17,97	80,37	16,92	75,33	15,86	32,8	12,62	Pas fait	273,85
02/07/2023 17:33	Lyon Sud	1944	72,05	15,17	75,57	15,91	78,93	16,62	37	14,23	1700 (et quelques)	263,55
02/07/2023 18:20	UPEC	1684	76,3	16,06	78,23	16,47	75,83	15,96	35	13,46	2543	265,36
02/07/2023 18:26	Tours	7249	64,8	13,64	63,33	13,33	70,63	14,87	29,2	11,23	6233	227,96
02/07/2023 18:26	Paris ouest	758	82,1	17,28	79,45	16,73	79,53	16,74	32	12,31	1571	273,08
02/07/2023 18:28	bordeaux	2198	78	16,42	74,3	15,64	80,45	16,94	29,2	11,23	2771	261,95
02/07/2023 18:28	Nantes	349	76,25	16,05	80,77	17	78,62	16,55	43,2	16,62	1780	278,84
02/07/2023 18:28	saint Etienne	2675	75,75	15,95	77,25	16,26	73,03	15,37	33	12,69	3500	259,03
02/07/2023 18:30	Tours	7823	69,85	14,71	63,77	13,43	62,83	13,23	2	0,77	Pas fait	198,45
02/07/2023 18:32	Besançon	1809	78,95	16,62	73,55	15,48	79,02	16,64	33	12,69	1800	264,52
02/07/2023 18:33	Caen	5947	73,25	15,42	67,18	14,14	66,05	13,91	32,6	12,54	6030	239,08
02/07/2023 18:33	Paris Saclay	755	77,2	16,25	81,58	17,17	78,77	16,58	35,6	13,69	1353	273,15
02/07/2023 18:34	Clermont-Ferrand	7415	65	13,68	75	15,79	65	13,68	31	11,92	7200	236
02/07/2023 18:34	Rennes	4127	71,65	15,08	71,72	15,1	76,18	16,04	31,2	12	4400	250,75
02/07/2023 18:34	Lyon Est	1161	80,8	17,01	80,05	16,85	75,23	15,84	33,2	12,77	5727	269,28
02/07/2023 18:34	Sorbonne Université	298	80,35	16,92	87,92	18,51	77,7	16,36	33,8	13	246	279,77
02/07/2023 18:35	Lille	3047	73,4	15,45	73,33	15,44	71,3	15,01	38,8	14,92	1594	256,83
02/07/2023 18:36	Marseille	1652	74,52	15,69	78,37	16,5	73,85	15,55	38,8	14,92	2113	265,54
02/07/2023 18:36	Grenoble	910	79,2	16,67	79,48	16,73	76,7	16,15	36	13,85	1059	271,38
02/07/2023 18:36	Lyon Est	1252	80,3	16,91	80,92	17,04	74,83	15,75	32,4	12,46	1600	268,45
02/07/2023 18:38	Rennes 1	6622	66,7	14,04	75,2	15,83	66,1	13,92	25,6	9,85	5726	233,6
02/07/2023 18:39	Nantes	2891	77,7	16,36	77,1	16,23	75,62	15,92	27,4	10,54	2360	257,82
02/07/2023 18:40	lyon sud	416	81,7	17,2	76,22	16,05	81,2	17,09	38,4	14,77	600	277,52
02/07/2023 18:41	lille	7871	69,05	14,54	64,13	13,5	66,72	14,05	21	8,08	7005	220,9
02/07/2023 18:43	Aix marseille	819	77,7	16,36	78,47	16,52	75,9	15,98	40,4	15,54	1079	272,47
02/07/2023 18:43	Limoges	6801	63,85	13,44	66,18	13,93	65	13,68	37	14,23	6517	232,03
02/07/2023 18:43	Paris	1547	77,1	16,23	76,13	16,03	76,87	16,18	36,2	13,92	3263	266,3
02/07/2023 18:45	Tours	4368	72,55	15,27	75,08	15,81	72,35	15,23	29,4	11,31	3241	249,38
02/07/2023 18:47	Paris Cité	1610	78,1	16,44	80,17	16,88	76,8	16,17	30,8	11,85	2090	265,87
02/07/2023 18:47	Lyon sud	1889	76,5	16,11	77,77	16,37	75,28	15,85	34,4	13,23	2300	263,95
02/07/2023 18:51	Caen	673	85,05	17,91	81,08	17,07	77,1	16,23	31	11,92	888	274,23
02/07/2023 18:56	Caen	3434	73,5	15,47	81,53	17,16	67,13	14,13	32,4	12,46	1734	254,56
02/07/2023 18:57	Rennes	642	82,55	17,38	81,08	17,07	80,95	17,04	30	11,54	1500	274,58
02/07/2023 18:57	Sorbonne université	110	81,4	17,14	83,08	17,49	82,57	17,38	37,8	14,54	116	284,85
02/07/2023 18:58	Besançon	4839	70,25	14,79	76,5	16,11	73	15,37	26,6	10,23	5543	246,35
02/07/2023 18:59	Paris cité	2230	79,95	16,83	72,23	15,21	78,97	16,63	30,6	11,77	1064	261,75
02/07/2023 19:00	Marseille	4358	68,57	14,44	76,2	16,04	73,07	15,38	31,6	12,15	2900	249,44
02/07/2023 19:05	tours	455	82,85	17,44	77,65	16,35	79,22	16,68	37,2	14,31	1534	276,92
02/07/2023 19:07	Angers	3673	73,3	15,43	79,37	16,71	71,38	15,03	29,2	11,23	2761	253,25
02/07/2023 19:08	Bordeaux	622	81,05	17,06	78,33	16,49	75,6	15,92	39,8	15,31	356	274,78
02/07/2023 19:12	Lyon sud	630	81,7	17,2	81,12	17,08	81,5	17,16	30,4	11,69	Je sais plus, 6000 et quelques sans la LCA	274,72
02/07/2023 19:16	Paris diderot	7331	63,4	13,35	69,93	14,72	63,1	13,28	30,8	11,85	5502 (si mes souvenirs sont bons…)	227,23
02/07/2023 19:16	Saint Etienne	682	76,05	16,01	75,95	15,99	82,15	17,29	40	15,38	2470	274,15
02/07/2023 19:19	Caen	8101	63,92	13,46	61,4	12,93	68,02	14,32	24	9,23	7037	217,34
02/07/2023 19:20	Reims	4245	71	14,95	79,4	16,72	71,85	15,13	27,8	10,69	2267	250,05
02/07/2023 19:21	lille catho	7146	70,9	14,93	65,12	13,71	67,5	14,21	25,4	9,77	5549	228,92
02/07/2023 19:22	Lorraine	4094	75,75	15,95	72,27	15,21	71,37	15,03	31,6	12,15	1660	250,99
02/07/2023 19:25	Saint-Etienne	1085	79,1	16,65	78,45	16,52	75,93	15,99	36,4	14	921	269,88
02/07/2023 19:28	Paris cité	1042	80,4	16,93	80,12	16,87	78,87	16,6	30,8	11,85	3000	270,19
02/07/2023 19:31	Nantes	1385	79,6	16,76	77,73	16,36	76,7	16,15	33,4	12,85	225	267,43
02/07/2023 19:32	Nantes	417	81,75	17,21	80,4	16,93	81,35	17,13	34	13,08	1459	277,5
02/07/2023 19:36	Tours	2113	77,85	16,39	76,37	16,08	77,28	16,27	31	11,92	659	262,5
02/07/2023 19:39	Limoges	5009	72,9	15,35	73,13	15,4	72,9	15,35	26,4	10,15	5213	245,33
02/07/2023 19:57	Poitiers	2732	76,65	16,14	73,92	15,56	74,77	15,74	33,4	12,85	250	258,74
02/07/2023 19:57	P12	7421	64,65	13,61	69,3	14,59	66,87	14,08	25,4	9,77	6700	226,22
02/07/2023 19:58	Versailles	1657	80,5	16,95	84,83	17,86	71,57	15,07	28,6	11	1799	265,5
02/07/2023 20:01	Paris 11	5594	67,85	14,28	73,37	15,45	67,12	14,13	33,2	12,77	3065	241,54
02/07/2023 20:02	Lille	8040	67,9	14,29	62,35	13,13	64,87	13,66	23,4	9	6780	218,52
02/07/2023 20:06	Saint Étienne	3124	71,95	15,15	77,92	16,4	68,32	14,38	38,2	14,69	3844	256,39
02/07/2023 20:14	Nice	741	79,25	16,68	85,35	17,97	77,53	16,32	31,2	12	732	273,33
02/07/2023 20:18	Bordeaux	3234	78,4	16,51	73,07	15,38	66,7	14,04	37,4	14,38	5444	255,57
02/07/2023 20:22	Saint Étienne	5821	73,55	15,48	74,07	15,59	70,17	14,77	22,2	8,54	5000 et quelques	239,99
02/07/2023 20:24	Université de Paris	800	79,05	16,64	79,07	16,65	76,13	16,03	38,4	14,77	1049	272,65
02/07/2023 20:26	Nancy	4700	75,05	15,8	68,95	14,52	68,45	14,41	34,8	13,38	4485	247,25
02/07/2023 20:37	Clermont Ferrand	5019	70,6	14,86	78,27	16,48	73,57	15,49	22,8	8,77	3400	245,24
02/07/2023 20:43	Lyon Est	4440	69,5	14,63	78,23	16,47	70,63	14,87	30,6	11,77	4598	248,96
02/07/2023 20:48	Strasbourg	2935	74,85	15,76	78,55	16,54	73,37	15,45	30,8	11,85	2115	257,57
02/07/2023 21:07	Rennes	2974	73,6	15,49	75,67	15,93	74,53	15,69	33,6	12,92	3600	257,4
02/07/2023 21:08	Lille	3047	73,4	15,45	73,33	15,44	71,3	15,01	38,8	14,92	1595	256,83
02/07/2023 21:08	Rennes	1712	79,25	16,68	77,37	16,29	79	16,63	29,6	11,38	1654	265,22
02/07/2023 21:21	Lille	901	79	16,63	79,92	16,83	82,03	17,27	30,6	11,77	1073	271,55
02/07/2023 21:21	Lille	381	81,35	17,13	83,17	17,51	77,63	16,34	36	13,85	1094	278,15
02/07/2023 21:27	Etrangere	5242	74	15,58	74	15,58	69	14,53	27	10,38	5400	244
02/07/2023 21:29	Amiens	1154	81,55	17,17	80,03	16,85	77,57	16,33	30,2	11,62	1397	269,35
02/07/2023 21:41	Université Paris cité	5832	65,2	13,73	66,33	13,96	74,02	15,58	34,4	13,23	3629	239,95
02/07/2023 21:41	Poitiers	1159	84,1	17,71	78,65	16,56	73,77	15,53	32,8	12,62	809	269,32
02/07/2023 21:41	Paris 7	590	77	16,21	84,07	17,7	78,03	16,43	36,2	13,92	766	275,3
02/07/2023 21:49	Toulouse	2139	78,9	16,61	78,45	16,52	77,77	16,37	27,2	10,46	4500	262,32
02/07/2023 21:50	Lyon est	692	84	17,68	79,22	16,68	75,53	15,9	35,2	13,54	198	273,95
02/07/2023 21:55	Brest	6262	68,2	14,36	72,37	15,24	64,38	13,55	31,8	12,23	pas fait	236,75
02/07/2023 22:08	Limoges	5463	69,92	14,72	67,68	14,25	70,45	14,83	34,4	13,23	5681	242,45
02/07/2023 22:20	Nantes	3947	80,55	16,96	72,33	15,23	76,63	16,13	22,4	8,62	3237	251,91
02/07/2023 22:24	Nantes	2058	76,6	16,13	75,37	15,87	77,23	16,26	33,6	12,92	974	262,8
02/07/2023 22:25	Université Paris Cité	3903	69,95	14,73	74,77	15,74	75,9	15,98	31,6	12,15	4803	252,22
02/07/2023 22:34	paris descartes	4747	68,05	14,33	70,73	14,89	76,98	16,21	31,2	12	5000	246,96
02/07/2023 22:47	Amiens	1320	79,2	16,67	76,97	16,2	73,92	15,56	37,8	14,54	4513	267,89
02/07/2023 22:59	Lyon Est	7466	66,15	13,93	65,85	13,86	70,77	14,9	23	8,85	5700	225,77
02/07/2023 23:11	Angers	5060	69,25	14,58	72,37	15,24	71,18	14,99	32,2	12,38	7300	245
02/07/2023 23:15	Tours	774	70,9	14,93	84,9	17,87	76,93	16,2	40,2	15,46	Non fait	272,93
02/07/2023 23:22	UPC	1447	73,15	15,4	77,67	16,35	76,43	16,09	39,8	15,31	2100	267,05
02/07/2023 23:25	Lyon est	3686	73,75	15,53	70,67	14,88	73,67	15,51	35,2	13,54	5337	253,29
02/07/2023 23:45	Angers	1956	75,6	15,92	77,5	16,32	73,97	15,57	36,4	14	N/A	263,47
02/07/2023 23:47	Rennes	3053	80	16,84	74,5	15,68	73,88	15,55	28,4	10,92	3400	256,78
03/07/2023 00:13	strasbourg	2211	80,2	16,88	75,75	15,95	72,1	15,18	33,8	13	4590	261,85
03/07/2023 00:28	Marseille	5820	70,15	14,77	69,37	14,6	68,08	14,33	32,4	12,46	3744	240
03/07/2023 00:34	Université de Paris	1058	83,8	17,64	77,83	16,39	71,83	15,12	36,6	14,08	2623	270,06
03/07/2023 00:37	Strasbourg	1076	76,15	16,03	79,58	16,75	80,42	16,93	33,8	13	2694	269,95
03/07/2023 01:02	Clermont-Ferrand	3609	71,3	15,01	70,7	14,88	74,53	15,69	37,2	14,31	2226	253,73
03/07/2023 01:15	Paris 6	3703	80	16,84	70,85	14,92	74,73	15,73	27,6	10,62	3900	253,18
03/07/2023 01:43	Lyon Sud	1201	76,55	16,12	78,98	16,63	77,73	16,36	35,6	13,69	1906	268,86
03/07/2023 02:44	Paris 11	789	80,05	16,85	78,95	16,62	81,15	17,08	32,6	12,54	1013	272,75
03/07/2023 05:12	Paris Saclay	4390	70,15	14,77	72,53	15,27	79,6	16,76	27	10,38	2500	249,28
03/07/2023 05:17	Paris Cité	5535	69,7	14,67	75,02	15,79	71,83	15,12	25,4	9,77	5668	241,95
03/07/2023 09:02	Montpellier	2942	75,8	15,96	75,05	15,8	74,67	15,72	32	12,31	2248	257,52
03/07/2023 09:21	Paris 13	6844	69,9	14,72	72,92	15,35	68,65	14,45	20,2	7,77	6644	231,67
03/07/2023 09:51	Tours	740	83,2	17,52	79,72	16,78	76,82	16,17	33,6	12,92	293	273,34
03/07/2023 09:52	Paris Ouest	4880	69,55	14,64	72,65	15,29	73,92	15,56	30	11,54	3635	246,12
03/07/2023 10:10	Descartes	501	82,4	17,35	78,58	16,54	80,07	16,86	35,2	13,54	276,25	276,25
03/07/2023 10:30	Caen	1470	76,65	16,14	79,47	16,73	77,53	16,32	33,2	12,77	3100	266,85
03/07/2023 10:35	Lyon sud	1318	82,3	17,33	80	16,84	79,2	16,67	26,4	10,15	1198	267,9
03/07/2023 11:14	Poitiers	2376	75,6	15,92	77,7	16,36	77,15	16,24	30,4	11,69	environ 2350	260,85
03/07/2023 11:32	amiens	1887	77,45	16,31	74,9	15,77	79,18	16,67	32,4	12,46	1014	263,93
03/07/2023 11:42	Lyon Est	972	80,45	16,94	77,78	16,37	79,1	16,65	33,4	12,85	1538	270,73
03/07/2023 11:47	Paris 11	969	78	16,42	76,07	16,01	76,5	16,11	40,2	15,46	959	270,77
03/07/2023 11:58	Sorbonne Université	680	76,6	16,13	82,75	17,42	81,43	17,14	33,4	12,85	878	274,18
03/07/2023 12:12	Saint Étienne	1616	75,05	15,8	76,3	16,06	76,1	16,02	32	12,31	2600	259,45
03/07/2023 12:22	Reims	3342	72,05	15,17	70	14,74	73,25	15,42	39,8	15,31	3818	255,1
03/07/2023 12:23	Besançon	6430	70,05	14,75	69,52	14,64	68,22	14,36	27,6	10,62	4000	235,39
03/07/2023 13:00	paris-saclay	584	79,07	16,65	78,12	16,45	80	16,84	38,2	14,69	288	275,39
03/07/2023 13:32	Rennes	1149	80,15	16,87	80,48	16,94	74,57	15,7	34,2	13,15	434	269,4
03/07/2023 13:33	CRETEIL	3974	72,2	15,2	78,05	16,43	74,95	15,78	26,6	10,23	1024	251,8
03/07/2023 13:36	Lille catho	3358	73,5	15,47	76,8	16,17	73,13	15,4	31,6	12,15	1096	255,03
03/07/2023 14:54	Lyon Sud	2336	76,2	16,04	78,82	16,59	70,25	14,79	35,8	13,77	4034	261,07
03/07/2023 15:01	Université de Paris	816	79,4	16,72	77,45	16,31	77,23	16,26	38,4	14,77	789	272,48
03/07/2023 15:57	Amiens	2180	73,95	15,57	78,73	16,57	74,97	15,78	34,4	13,23	3533	262,05
03/07/2023 16:32	Marseille	7376	71,75	15,11	65,17	13,72	68,2	14,36	21,6	8,31	4500	226,72
03/07/2023 16:52	Lyon Est	5626	70,95	14,94	73,93	15,56	69,02	14,53	27,4	10,54	5240	241,3
03/07/2023 16:58	LILLE etat	898	78,6	16,55	79,48	16,73	80,5	16,95	33	12,69	628	271,58
03/07/2023 17:41	caen	5527	72,95	15,36	69,38	14,61	67,67	14,25	32	12,31	4200	242
03/07/2023 17:44	Montpellier	365	80,65	16,98	79,7	16,78	79,77	16,79	39,4	15,15	1254	279,52
03/07/2023 17:44	UNIVERSITE DE PARIS	2641	76,95	16,2	71,73	15,1	73,22	15,41	37,4	14,38	5069	259,3
03/07/2023 18:20	Bordeaux	3397	76,6	16,13	75,37	15,87	76	16	26,8	10,31	4068	254,77
03/07/2023 19:16	Sorbonne université	2682	75,55	15,91	75,32	15,86	73,53	15,48	34,6	13,31	4220	259
03/07/2023 19:27	Lille Etat	591	75,9	15,98	79,33	16,7	79,87	16,81	40,2	15,46	231	275,3
03/07/2023 19:54	Rennes	6495	66,07	13,91	69,93	14,72	67,77	14,27	31	11,92	6322	234,77
03/07/2023 20:16	Paris Descartes	1012	80,75	17	79,87	16,81	78,97	16,63	30,8	11,85	761	270,39
03/07/2023 20:26	Angers	911	79,1	16,65	78,7	16,57	76,97	16,2	36,6	14,08	1381	271,37
03/07/2023 21:11	Université de Paris	289	81,5	17,16	83,72	17,63	78,43	16,51	36,2	13,92	1190	279,85
03/07/2023 22:13	Paris Descartes	5911	65,7	13,83	72,12	15,18	67,23	14,15	34,4	13,23	6300	239,45
03/07/2023 23:16	Toulouse	267	82,8	17,43	81,47	17,15	79,85	16,81	36	13,85	266	280,12
03/07/2023 23:24	Paris 13	3839	75,07	15,8	76,08	16,02	74,82	15,75	26,6	10,23	3547	252,57
04/07/2023 01:39	poitiers	2771	76,25	16,05	79,18	16,67	73,05	15,38	30	11,54	3100	258,48
04/07/2023 03:25	Lyon sud	1464	81	17,05	81,62	17,18	78,72	16,57	25,6	9,85	694	266,94
04/07/2023 08:42	Lyon Est	3282	72,67	15,3	80,32	16,91	67,43	14,2	35	13,46	1240	255,42
04/07/2023 09:20	Rouen	509	81,75	17,21	77,03	16,22	79,6	16,76	37,8	14,54	478	276,18
04/07/2023 10:31	Tours	4187	71,7	15,09	69,08	14,54	76,97	16,2	32,6	12,54	2318	250,35
04/07/2023 10:51	Dijon	607	81,35	17,13	81,98	17,26	76,5	16,11	35,2	13,54	275,03	275,03
