Horodateur	Votre université :	Votre classement :	Note à l'UC1 : (avec une virgule et pas un point)	UC1/20	Note à l'UC2 : (avec une virgule et pas un point)	UC2/20	Note à l'UC3 : (avec une virgule et pas un point)	UC3/20	Note à la LCA : (avec une virgule et pas un point)	LCA/20	Votre classement au concours blancs (après l'ensemble des UC d'avril) ?	Note total
30/06/2023 14:43	Toulouse	1644	80,3	16,91	75,58	15,91	75,5	15,89	34,2	13,15	920	265,58
30/06/2023 14:43	Lille	7647	69,05	14,54	67,95	14,31	67,22	14,15	19,4	7,46	6100	223,62
30/06/2023 14:44	Rennes	228	85,4	17,98	79,62	16,76	80,57	16,96	35,4	13,62	529	280,99
30/06/2023 14:44	Université Grenoble Alpes	4677	78,3	16,48	70,65	14,87	70,47	14,84	28	10,77	1944	247,42
30/06/2023 14:46	Université Paris Cité	1864	79,15	16,66	80,62	16,97	76,3	16,06	28	10,77	1907	264,07
30/06/2023 14:46	Lyon est	1056	83,8	17,64	81,68	17,2	75,4	15,87	29,2	11,23	1500	270,08
30/06/2023 14:46	Rouen	3762	73,55	15,48	76,05	16,01	74,72	15,73	28,6	11	4496	252,92
30/06/2023 14:46	Rennes	1562	74,9	15,77	74,58	15,7	77,9	16,4	38,8	14,92	2123	266,18
30/06/2023 14:47	grenoble	2867	76,1	16,02	73,95	15,57	73,72	15,52	34,2	13,15	989	257,97
30/06/2023 14:47	P12	5448	75,6	15,92	76,03	16,01	71,3	15,01	19,6	7,54	6300	242,53
30/06/2023 14:47	Strasbourg	3788	76,7	16,15	75,55	15,91	72,35	15,23	28,2	10,85	4838	252,8
30/06/2023 14:48	Nancy	7621	64,27	13,53	64,5	13,58	66,82	14,07	28,4	10,92	Dans les 6000 et qq je me souviens plus	223,99
30/06/2023 14:49	Paris XII	2896	78,67	16,56	77,33	16,28	73,98	15,57	27,8	10,69	2175	257,78
30/06/2023 14:50	Paris 12	476	78,35	16,49	75,78	15,95	82,2	17,31	40,2	15,46	1143	276,53
30/06/2023 14:50	Paris 13 Bobigny	4192	75,2	15,83	72,52	15,27	74,82	15,75	27,8	10,69	4300	250,34
30/06/2023 14:50	Sorbonne	24	83,8	17,64	83,42	17,56	79,8	16,8	43,8	16,85	450	290,82
30/06/2023 14:53	Poitiers	3721	75,95	15,99	74,27	15,64	72,68	15,3	30,2	11,62	3272	253,1
30/06/2023 14:53	Strasbourg	4074	72	15,16	73,97	15,57	68,98	14,52	36,2	13,92	5400	251,15
30/06/2023 14:54	Université paris	3986	76,2	16,04	70,13	14,76	75,18	15,83	30,2	11,62	1194	251,71
30/06/2023 14:55	Nantes	2740	74,2	15,62	77,32	16,28	73,37	15,45	33,8	13	4787	258,69
30/06/2023 14:55	Paris 13	8221	65,75	13,84	64,78	13,64	64,47	13,57	20,4	7,85	Je ne l'ai pas fait	215,4
30/06/2023 14:55	Aix Marseille	111	83,3	17,54	79,2	16,67	85,02	17,9	37,2	14,31	281	284,72
30/06/2023 14:56	Paris 13	7034	69,1	14,55	71,43	15,04	67,3	14,17	22,2	8,54	6386	230,03
30/06/2023 14:56	Grenoble	6221	70,32	14,8	76,58	16,12	66,93	14,09	23,2	8,92	6290	237,03
30/06/2023 14:57	Paris Descartes	2159	81,65	17,19	77,83	16,39	71,28	15,01	31,4	12,08	430	262,16
30/06/2023 14:58	Strasbourg	4353	72,1	15,18	71,08	14,96	74,07	15,59	32,2	12,38	5400	249,45
30/06/2023 15:00	Clermont	2069	76	16	80,08	16,86	72,27	15,21	34,4	13,23	2020	262,75
30/06/2023 15:00	Tours	3798	75,3	15,85	76,48	16,1	71,78	15,11	29,2	11,23	2400	252,76
30/06/2023 15:02	Poitiers	3062	70,45	14,83	78,18	16,46	73,52	15,48	34,6	13,31	1428	256,75
30/06/2023 15:03	Rennes 1	100	80,1	16,86	80,95	17,04	83,2	17,52	41,2	15,85	230	285,45
30/06/2023 15:03	Besançon	2733	76,5	16,11	76,13	16,03	71,1	14,97	35	13,46	3987	258,73
30/06/2023 15:03	Bordeaux	1517	80,4	16,93	76,28	16,06	76,4	16,08	33,4	12,85	1246	266,48
30/06/2023 15:06	Nantes	2549	80,4	16,93	76,35	16,07	76,13	16,03	27	10,38	3524	259,88
30/06/2023 15:06	Toulouse	6690	68,77	14,48	68,57	14,44	70,13	14,76	25,6	9,85	4990	233,07
30/06/2023 15:06	Lyon Sud	1234	79,45	16,73	77,6	16,34	79,13	16,66	32,4	12,46	1543	268,58
30/06/2023 15:07	Marseille	1852	74,95	15,78	74,52	15,69	78,02	16,43	36,6	14,08	1344	264,09
30/06/2023 15:07	Besançon	8398	64,1	13,49	69,07	14,54	64,35	13,55	14,8	5,69	7416	212,32
30/06/2023 15:08	Nantes	4089	80,6	16,97	71,57	15,07	73,87	15,55	25	9,62	1885	251,04
30/06/2023 15:09	Montpellier	8673	59,5	12,53	62,65	13,19	61,52	12,95	23	8,85	7305	206,67
30/06/2023 15:09	Lyon est	6647	66,75	14,05	73,15	15,4	68,47	14,41	25	9,62	6900	233,37
30/06/2023 15:09	Montpellier	1235	80,4	16,93	77,82	16,38	76,93	16,2	33,4	12,85	1080	268,55
30/06/2023 15:10	Montpellier	204	88,3	18,59	82	17,26	76,37	16,08	34,8	13,38	36	281,47
30/06/2023 15:10	Paris Cité	5567	68,82	14,49	69,05	14,54	70,48	14,84	33,4	12,85	5076	241,75
30/06/2023 15:10	Saint Etienne	1679	77,95	16,41	81,08	17,07	80,35	16,92	26	10	399	265,38
30/06/2023 15:11	Tours	1513	81,3	17,12	77,53	16,32	75,47	15,89	32,2	12,38	1777	266,5
30/06/2023 15:11	Bordeaux	5378	71,4	15,03	74,17	15,61	66,25	13,95	31,2	12	4800	243,02
30/06/2023 15:12	Amiens	4602	74,1	15,6	74,77	15,74	67,63	14,24	31,4	12,08	3777	247,9
30/06/2023 15:13	Rennes	3834	73,75	15,53	69,4	14,61	79,25	16,68	30,2	11,62	3579	252,6
30/06/2023 15:14	Reims	6573	71,3	15,01	68,68	14,46	66,53	14,01	27,6	10,62	5200	234,11
30/06/2023 15:15	Angers	3573	77,8	16,38	72,37	15,24	75,9	15,98	27,8	10,69	4100	253,87
30/06/2023 15:15	Dijon	746	78,65	16,56	83,23	17,52	80,4	16,93	31	11,92	910	273,28
30/06/2023 15:16	Paris Cité (ex Paris 7)	1124	81,5	17,16	79,28	16,69	75,2	15,83	33,6	12,92	277	269,58
30/06/2023 15:16	Besançon	4006	75,85	15,97	73,88	15,55	72,45	15,25	19,4	7,46	Pas participé aux 2e épreuves	241,58
30/06/2023 15:16	Paris-Saclay	1992	70,75	14,89	77,73	16,36	76,77	16,16	38	14,62	3500	263,25
30/06/2023 15:17	Lille	4884	74,8	15,75	70,22	14,78	71,87	15,13	29,2	11,23	4733	246,09
30/06/2023 15:19	Poitiers	3004	79,5	16,74	71,68	15,09	75,35	15,86	30,6	11,77	3837	257,13
30/06/2023 15:19	Nancy	2826	76,81	16,17	71,63	15,08	73,1	15,39	36,6	14,08	2120	258,14
30/06/2023 15:20	Reims	1110	76,35	16,07	78,38	16,5	76,17	16,04	38,8	14,92	1800	269,7
30/06/2023 15:20	Lyon Sud	551	81,25	17,11	82,03	17,27	78,83	16,6	33,6	12,92	2400 environ	275,71
30/06/2023 15:20	Toulouse	4835	73	15,37	72,33	15,23	72,27	15,21	28,8	11,08	2833	246,4
30/06/2023 15:21	Nantes	952	84,85	17,86	76,78	16,16	76,9	16,19	32,4	12,46	1221	270,93
30/06/2023 15:21	Limoges	6667	68,75	14,47	70,22	14,78	69,87	14,71	24,4	9,38	5153	233,24
30/06/2023 15:22	Amiens	8619	57,95	12,2	59,78	12,59	62,62	13,18	27,4	10,54	6879	207,75
30/06/2023 15:22	Nice	2690	78,75	16,58	78,98	16,63	74,4	15,66	26,8	10,31	1545	258,93
30/06/2023 15:24	Lille	1013	78,5	16,53	74,65	15,72	79,43	16,72	37,8	14,54	1768	270,38
30/06/2023 15:25	Tours	7203	67,35	14,18	65,85	13,86	68,8	14,48	26,4	10,15	4709	228,4
30/06/2023 15:25	Montpellier	3553	75,05	15,8	72,68	15,3	72,05	15,17	34,2	13,15	Je ne sais pas	253,98
30/06/2023 15:25	Lyon sud	73	81,25	17,11	88,12	18,55	79,7	16,78	38	14,62	4190 (pas fait la LCA)	287,07
30/06/2023 15:26	Franche Comté	3219	73,3	15,43	79,75	16,79	75,33	15,86	27,4	10,54	2839	255,78
30/06/2023 15:26	Lyon est	5797	71,9	15,14	69,55	14,64	72,13	15,19	26,6	10,23	4050	240,18
30/06/2023 15:28	Lille Catho	5631	69,92	14,72	72,93	15,35	70,23	14,79	28,2	10,85	4961	241,28
30/06/2023 15:30	Université Paris cité (ex-P7)	4920	72,65	15,29	75,4	15,87	70,8	14,91	27	10,38	4023	245,85
30/06/2023 15:32	Toulouse	5015	66,7	14,04	79,03	16,64	69,78	14,69	29,8	11,46	6650	245,31
30/06/2023 15:34	Sorbonne université	162	83,5	17,58	81,38	17,13	77,37	16,29	40,4	15,54	447	282,65
30/06/2023 15:34	Sorbonne	3380	73,9	15,56	74,4	15,66	78,82	16,59	27,8	10,69	5555	254,92
30/06/2023 15:34	Université de Paris	4237	73,1	15,39	73,93	15,56	72,47	15,26	30,6	11,77	5560	250,1
30/06/2023 15:35	Rouen	356	79,75	16,79	81,73	17,21	76,03	16,01	41,2	15,85	412	278,71
30/06/2023 15:36	Marseille	1568	77,95	16,41	74,92	15,77	75,88	15,97	37,4	14,38	2300	266,15
30/06/2023 15:36	Caen	6290	70,8	14,91	69,92	14,72	74,77	15,74	21	8,08	5600	236,49
30/06/2023 15:37	Lyon Est	1045	80,3	16,91	79,53	16,74	79,12	16,66	31,2	12	215	270,15
30/06/2023 15:38	Nantes	1550	78,65	16,56	76,53	16,11	78,3	16,48	32,8	12,62	619	266,28
30/06/2023 15:38	Université paris cité	5502	71,25	15	68,53	14,43	71,37	15,03	31	11,92	-	242,15
30/06/2023 15:40	P5	554	84,6	17,81	81,83	17,23	76,65	16,14	32,6	12,54	725	275,68
30/06/2023 15:43	SU	290	79,9	16,82	80	16,84	83,75	17,63	36,2	13,92	550	279,85
30/06/2023 15:45	Nantes	5874	67,47	14,2	73,73	15,52	69,68	14,67	28,8	11,08	4622	239,68
30/06/2023 15:46	Paris 12	3869	69,4	14,61	72,27	15,21	71,53	15,06	39,2	15,08	4166	252,4
30/06/2023 15:47	Tours	5488	66,25	13,95	72,22	15,2	74	15,58	29,8	11,46	4969	242,27
30/06/2023 15:49	Paris 13	6176	66,92	14,09	71,45	15,04	68,33	14,39	30,8	11,85	4993	237,5
30/06/2023 15:49	Caen	2014	81,8	17,22	75,02	15,79	76,3	16,06	30	11,54	2630	263,12
30/06/2023 15:54	Nice	4760	69,2	14,57	71,95	15,15	69,5	14,63	36,2	13,92	8665	246,85
30/06/2023 15:55	Lyon est	3970	78,65	16,56	73,48	15,47	72,07	15,17	27,6	10,62	3080	251,8
30/06/2023 15:56	Paris Descartes	4373	68,95	14,52	74,85	15,76	76,57	16,12	29	11,15	4200	249,37
30/06/2023 15:56	Tours	6233	73,75	15,53	68,33	14,39	72,65	15,29	22,2	8,54	Je sais pas	236,93
30/06/2023 15:57	Besancon	5921	70,85	14,92	74,75	15,74	69,67	14,67	24	9,23	5903	239,27
30/06/2023 15:58	Reims	4559	70,72	14,89	75,28	15,85	74,22	15,63	28	10,77	4256	248,22
30/06/2023 15:58	Paris Cité	424	83,6	17,6	78,53	16,53	76,63	16,13	38,6	14,85	2585	277,36
30/06/2023 15:59	Université de Paris	4297	71,6	15,07	70,85	14,92	74,1	15,6	33,2	12,77	3700	249,75
30/06/2023 16:00	Marseille	5152	70,65	14,87	69,78	14,69	73,4	15,45	30,6	11,77	3008	244,43
30/06/2023 16:03	Nice	887	83,25	17,53	79	16,63	77,52	16,32	33	12,69	1909	272,77
30/06/2023 16:04	Nice	726	79,55	16,75	80,32	16,91	77,48	16,31	36,2	13,92	935	273,55
30/06/2023 16:04	Université Paris Cité (ex-P5)	2463	72,45	15,25	78,83	16,6	71,37	15,03	37,8	14,54	1957	260,45
30/06/2023 16:04	Lyon sud	2461	74,25	15,63	79,02	16,64	76,28	16,06	30,8	11,85	4231	260,35
30/06/2023 16:05	Créteil	1307	79,2	16,67	79,42	16,72	76,6	16,13	32,8	12,62	1700	268,02
30/06/2023 16:07	Sorbonne Université	2020	76,7	16,15	75,78	15,95	75,97	15,99	34,6	13,31	996	263,05
30/06/2023 16:10	Reims	6669	66,85	14,07	69,83	14,7	71,33	15,02	25,2	9,69	2500	233,21
30/06/2023 16:13	Strasbourg	7613	61,82	13,01	65,63	13,82	65,88	13,87	30,8	11,85	5554	224,13
30/06/2023 16:15	Toulouse	6321	66,75	14,05	67,3	14,17	69,02	14,53	33,2	12,77	Dans les 3400	236,27
30/06/2023 16:16	Toulouse	1203	78,7	16,57	80,35	16,92	75,6	15,92	34,2	13,15	2356	268,85
30/06/2023 16:17	Marseille	201	82,65	17,4	81,82	17,23	78,47	16,52	38,6	14,85	1056	281,54
30/06/2023 16:19	Rennes	890	82,25	17,32	79,7	16,78	75,15	15,82	34,6	13,31	2800	271,7
30/06/2023 16:21	Paris	2960	78,2	16,46	72,28	15,22	75,97	15,99	31	11,92	4200	257,45
30/06/2023 16:24	Lyon Est	439	78,75	16,58	79,58	16,75	80,27	16,9	38,6	14,85	333	277,2
30/06/2023 16:25	Paris saclay	121	84,25	17,74	82,7	17,41	81,07	17,07	36,2	13,92	301	284,22
30/06/2023 16:26	Paris Saclay	1482	77,7	16,36	78,7	16,57	73,93	15,56	36,4	14	3651	266,73
30/06/2023 16:26	lyon sud	130	84,5	17,79	82,3	17,33	79,1	16,65	38	14,62	46	283,9
30/06/2023 16:28	Caen	6752	69,75	14,68	66,55	14,01	69,13	14,55	27	10,38	Environ 6800	232,43
30/06/2023 16:32	Caen	45	90	18,95	86	18,11	78	16,42	35	13,46	300	289
30/06/2023 16:32	Nice	3985	74,75	15,74	74,37	15,66	76,02	16	26,6	10,23	4000	251,74
30/06/2023 16:32	Amiens	1957	76,4	16,08	75,7	15,94	75,55	15,91	35,8	13,77	5303	263,45
30/06/2023 16:33	Lyon sud	1975	77,15	16,24	75,67	15,93	74,95	15,78	35,6	13,69	3626	263,37
30/06/2023 16:35	Poitiers	3466	71,72	15,1	72,02	15,16	76,43	16,09	34,2	13,15	4012	254,37
30/06/2023 16:35	Limoges	899	79,5	16,74	77,8	16,38	77,67	16,35	36,6	14,08	3292	271,57
30/06/2023 16:36	Lille 2	8399	64,4	13,56	62,82	13,23	64,68	13,62	20,4	7,85	7040	212,3
30/06/2023 16:40	Amiens	3952	72,7	15,31	75,05	15,8	74,37	15,66	29,8	11,46	2226	251,92
30/06/2023 16:47	Paris 12	4686	70,65	14,87	73,53	15,48	70,58	14,86	32,4	12,46	5000	247,16
30/06/2023 16:49	Angers	131	82,5	17,37	84,62	17,81	80,57	16,96	36,2	13,92	195	283,89
30/06/2023 16:49	Poitiers	7089	69,27	14,58	67,2	14,15	65,45	13,78	27,6	10,62	4880	229,52
30/06/2023 16:53	Montpellier	210	79,5	16,74	86,13	18,13	76,95	16,2	38,8	14,92	375	281,38
30/06/2023 16:54	Aix-Marseille	6435	69,85	14,71	73,85	15,55	65,27	13,74	26,4	10,15	4685	235,37
30/06/2023 16:57	Paris cité	5671	78,25	16,47	73,83	15,54	63,9	13,45	25	9,62	8000	240,98
30/06/2023 16:59	Strasbourg	3666	72,4	15,24	78,42	16,51	70,15	14,77	32,4	12,46	1693	253,37
30/06/2023 17:07	Nantes	8014	67,85	14,28	69,83	14,7	64,68	13,62	17	6,54	7190	219,36
30/06/2023 17:07	Toulouse	6664	65,2	13,73	74,95	15,78	68,7	14,46	24,4	9,38	5473	233,25
30/06/2023 17:12	Nantes	494	81,05	17,06	80,7	16,99	78,63	16,55	36	13,85	127	276,38
30/06/2023 17:14	Strasbourg	5155	74,5	15,68	66,43	13,99	72,48	15,26	31	11,92	6398	244,41
30/06/2023 17:15	Nancy	6905	59,15	12,45	73,97	15,57	73,6	15,49	24,4	9,38	5252	231,12
30/06/2023 17:15	Lyon Est	1374	74,3	15,64	77,63	16,34	77,57	16,33	38	14,62	2014	267,5
30/06/2023 17:20	Etranger	9664	43,15	9,08	40,37	8,5	38,47	8,1	14	5,38	9377	135,99
30/06/2023 17:23	Bordeaux	1378	79,7	16,78	75,95	15,99	76,42	16,09	35,4	13,62	3311	267,47
30/06/2023 17:24	Toulouse	805	78,3	16,48	81,77	17,21	81,53	17,16	31	11,92	1300	272,6
30/06/2023 17:29	Poitiers	7207	76,85	16,18	68,93	14,51	67,97	14,31	14,6	5,62	5307	228,35
30/06/2023 17:30	Grenoble	199	79,85	16,81	85,78	18,06	82,77	17,43	33,2	12,77	607	281,6
30/06/2023 17:30	Paris Diderot	1294	82,25	17,32	81,8	17,22	72,23	15,21	31,8	12,23	3116	268,08
30/06/2023 17:37	Nantes	3228	77,47	16,31	76,62	16,13	77,42	16,3	24,2	9,31	3164	255,71
30/06/2023 17:37	Lille	274	85,25	17,95	85,08	17,91	76,3	16,06	33,4	12,85	131	280,03
30/06/2023 17:39	Montpellier	103	86,5	18,21	84,33	17,75	82,1	17,28	32,2	12,38	73	285,13
30/06/2023 17:41	Lorraine	4152	71,45	15,04	69,68	14,67	73,03	15,37	36,4	14	3820	250,56
30/06/2023 17:46	Lyon Sud	1452	80,05	16,85	75,48	15,89	76,87	16,18	34,6	13,31	2300 environs	267
30/06/2023 17:49	Sorbonne	4273	73,05	15,38	70,38	14,82	73,27	15,43	33,2	12,77	2200	249,9
30/06/2023 17:49	Brest	4645	75,85	15,97	74,93	15,77	65,63	13,82	31,2	12	2061	247,61
30/06/2023 17:49	Paris 12	21	83,85	17,65	81,03	17,06	86,5	18,21	39,6	15,23	409	290,98
30/06/2023 17:50	Université de Lorraine	1483	75,95	15,99	80,8	17,01	75,78	15,95	34,2	13,15	1937	266,73
30/06/2023 17:52	Lille	6831	70	14,74	66,35	13,97	62,78	13,22	32,6	12,54	3500	231,73
30/06/2023 17:56	Strasbourg	4466	73,65	15,51	67,37	14,18	75,97	15,99	31,8	12,23	3340	248,79
30/06/2023 17:59	UMF	3471	74,25	15,63	73,52	15,48	69,77	14,69	36,8	14,15	4453	254,34
30/06/2023 17:59	Toulouse	3976	68,55	14,43	71,33	15,02	77,7	16,36	34,2	13,15	3725	251,78
30/06/2023 17:59	Montpellier	236	81	17,05	78,37	16,5	79	16,63	42,4	16,31	2836 avec 0 et en LCA autour de 100 après avoir fait la LCA de mon côté et regarder des fichiers Excel	280,77
30/06/2023 18:09	Université de Paris	513	77,95	16,41	80,33	16,91	79,68	16,77	38,2	14,69	1123	276,16
30/06/2023 18:13	Strasbourg	1970	75,05	15,8	76,6	16,13	73,73	15,52	38	14,62	Environ 2750	263,38
30/06/2023 18:20	P13	2829	76,7	16,15	75,23	15,84	78	16,42	28,2	10,85	2221	258,13
30/06/2023 18:21	Paris Ouest	3651	68,4	14,4	73,08	15,39	76,77	16,16	35,2	13,54	4790	253,45
30/06/2023 18:23	Paris cité	5172	73,75	15,53	75,3	15,85	66,05	13,91	29,2	11,23	5046	244,3
30/06/2023 18:26	Amiens	7233	66,22	13,94	67,9	14,29	63,03	13,27	31	11,92	5804	228,15
30/06/2023 18:29	Paris Ouest	4319	68,8	14,48	76,17	16,04	70,08	14,75	34,6	13,31	2885	249,65
30/06/2023 18:37	Montpellier	6745	64	13,47	75,72	15,94	67,07	14,12	25,8	9,92	4991	232,59
30/06/2023 18:37	Paris 7	1545	77,7	16,36	77,75	16,37	73,67	15,51	37,2	14,31	Pas participé	266,32
30/06/2023 18:54	Nancy (Lorraine)	212	78,1	16,44	83,97	17,68	83,57	17,59	35,6	13,69	52	281,24
30/06/2023 18:55	Besançon	106	80	16,84	88,92	18,72	80,03	16,85	36	13,85	105	284,95
30/06/2023 18:57	Lille 2	1145	79,1	16,65	79,2	16,67	76,55	16,12	34,6	13,31	178	269,45
30/06/2023 19:01	Reims	3914	76,95	16,2	72,75	15,32	68,82	14,49	33,6	12,92	4880	252,12
30/06/2023 19:01	Lyon Est	2666	66,75	14,05	74,7	15,73	72,63	15,29	45	17,31	3669	259,08
30/06/2023 19:02	Lyon est	4034	69,1	14,55	75,07	15,8	75,63	15,92	31,6	12,15	2750	251,4
30/06/2023 19:07	Strasbourg	2860	70,75	14,89	77,07	16,23	72,58	15,28	37,6	14,46	1339	258
30/06/2023 19:12	POITIERS	9046	53,92	11,35	59,78	12,59	61,72	12,99	20,8	8	7506	196,22
30/06/2023 19:12	Nantes	1557	76,35	16,07	74,42	15,67	77,83	16,39	37,6	14,46	2657	266,2
30/06/2023 19:15	Nantes	1909	81,2	17,09	75,97	15,99	77	16,21	29,6	11,38	2017	263,77
30/06/2023 19:17	Aix-marseille	4781	73,3	15,43	67,92	14,3	78,5	16,53	27	10,38	3000	246,72
30/06/2023 19:25	Paris 7 diderot (UP)	1217	79,95	16,83	80,47	16,94	72,53	15,27	35,8	13,77	2323	268,75
30/06/2023 19:25	Aix-marseille	66	87,35	18,39	83,08	17,49	75,73	15,94	41,4	15,92	21	287,56
30/06/2023 19:26	Lyon est	1184	77,45	16,31	80,28	16,9	78,1	16,44	35,2	13,54	2240	271,03
30/06/2023 19:26	Paris descartes	3950	76,2	16,04	73,73	15,52	74,38	15,66	27,6	10,62	2555	251,91
30/06/2023 19:26	Nantes	2905	73,05	15,38	78	16,42	74,68	15,72	32	12,31	3753	257,73
30/06/2023 19:27	Paris Descartes	3950	76,2	16,04	73,73	15,52	74,38	15,66	27,6	10,62	2555	251,91
30/06/2023 19:29	Nantes	1910	79,6	16,76	77,72	16,36	80,45	16,94	26	10	2090	263,77
30/06/2023 19:35	Paris saclay	1233	75,95	15,99	82,32	17,33	75,53	15,9	34,8	13,38	1750	268,6
30/06/2023 19:37	Grenoble	578	78,75	16,58	82,73	17,42	74,4	15,66	39,6	15,23	662	275,48
30/06/2023 19:41	Paris XIII	168	85,2	17,94	79,62	16,76	82,27	17,32	35,4	13,62	432	282,49
30/06/2023 19:44	Bordeaux	6627	67,4	14,19	73,93	15,56	69,03	14,53	23,2	8,92	6800	233,56
30/06/2023 19:46	Toulouse	1745	74,7	15,73	79,38	16,71	78,73	16,57	32,2	12,38	1393	265,01
30/06/2023 19:55	Reims	1393	77,25	16,26	80,57	16,96	76,53	16,11	33	12,69	2300	267,35
30/06/2023 19:58	Limoges	5375	76,65	16,14	71,22	14,99	63,15	13,29	32	12,31	5531	243,02
30/06/2023 20:39	Lyon sud	3937	75,1	15,81	74,12	15,6	73,18	15,41	29,6	11,38	6232	252
30/06/2023 20:46	Sorbonne	1948	78	16,42	79,22	16,68	73,9	15,56	32,4	12,46	1472	263,52
30/06/2023 20:58	Dijon	2150	78	16,42	79	16,63	78	16,42	29	11,15	1050	264
30/06/2023 21:04	Grenoble	303	83,1	17,49	79,68	16,77	78,65	16,56	38,2	14,69	148	279,63
30/06/2023 21:07	Besançon	2264	74,7	15,73	74,35	15,65	76,3	16,06	36,2	13,92	2271	261,55
30/06/2023 21:08	Paris Descartes	985	79,05	16,64	82,95	17,46	76,43	16,09	32,2	12,38	908	270,63
30/06/2023 21:16	Dijon	8649	56,27	11,85	59,95	12,62	66,87	14,08	24	9,23	7441	207,09
30/06/2023 21:25	aix-marseille université	2695	72,6	15,28	79,65	16,77	72,27	15,21	34,4	13,23	784	258,92
30/06/2023 21:32	Amiens	6041	70,95	14,94	67,85	14,28	71,65	15,08	28	10,77	4200 et quelques	238,45
30/06/2023 21:48	Tours	9581	35,07	7,38	44,24	9,31	51,7	10,88	26,4	10,15	8000	157,41
30/06/2023 21:57	Paris	618	80	16,84	78,73	16,57	78,48	16,52	37,6	14,46	897	274,81
30/06/2023 22:09	Toulouse	2933	78,45	16,52	79,65	16,77	73,07	15,38	26,4	10,15	3834	257,57
30/06/2023 22:22	Bordeaux	1153	77,95	16,41	77,48	16,31	78,73	16,57	35,2	13,54	1033	269,36
30/06/2023 22:27	Lyon sud	1936	72,5	15,26	76,52	16,11	79,6	16,76	35	13,46	1168	263,62
30/06/2023 22:31	Tours	904	79,9	16,82	80,9	17,03	75,1	15,81	35,6	13,69	1400	271,5
30/06/2023 22:34	Toulouse	5175	73,1	15,39	67,67	14,25	75,52	15,9	28	10,77	5217	244,29
30/06/2023 22:40	Limoges	1528	75,8	15,96	76,97	16,2	75,05	15,8	38,6	14,85	762	266,42
30/06/2023 22:48	Montpellier	1908	77	16,21	78,47	16,52	77,72	16,36	30,6	11,77	Non fait	263,79
30/06/2023 22:52	Aix Marseille	401	82,6	17,39	81,95	17,25	76,43	16,09	36,8	14,15	1200	277,78
30/06/2023 22:54	Créteil	2952	81,05	17,06	73,22	15,41	72,4	15,24	30,8	11,85	2950	257,47
30/06/2023 22:59	Montpellier-Nîmes	1397	77,35	16,28	75,68	15,93	77,7	16,36	36,6	14,08	2860	267,33
30/06/2023 23:15	UT3 paul sabatier	661	82,3	17,33	74,9	15,77	78,77	16,58	38,4	14,77	638	274,37
30/06/2023 23:20	Rouen	6304	66,15	13,93	77,82	16,38	62,2	13,09	30,2	11,62	9411	236,37
30/06/2023 23:25	Reims	2017	77,1	16,23	80,55	16,96	71,22	14,99	34,2	13,15	1000	263,07
30/06/2023 23:40	Sorbonne Université	348	81,1	17,07	81,45	17,15	76,5	16,11	39,8	15,31	671	278,85
30/06/2023 23:42	Besançon	2543	79,75	16,79	76,75	16,16	70,23	14,79	33,2	12,77	3300	259,93
01/07/2023 00:02	Université de Paris ex P7	2214	75,25	15,84	79,68	16,77	72,9	15,35	34	13,08	2718	261,83
01/07/2023 00:03	Reims	5397	72,05	15,17	70,4	14,82	69,25	14,58	31,2	12	6448	242,9
01/07/2023 00:10	Grenoble	8	87,6	18,44	85,87	18,08	82,5	17,37	38,6	14,85	94	294,57
01/07/2023 00:14	Lyon Sud	6187	67,75	14,26	67,65	14,24	74,62	15,71	27,42	10,55	4266	237,44
01/07/2023 00:19	Aix-Marseille	7179	71,75	15,11	69,45	14,62	62,03	13,06	25,4	9,77	5100	228,63
01/07/2023 00:22	Angers	750	80,5	16,95	74,48	15,68	77	16,21	41,2	15,85	2666	273,18
01/07/2023 00:28	Rouen	894	80	16,84	77,92	16,4	77,13	16,24	36,6	14,08	3660	271,65
01/07/2023 00:43	Sorbonne Université	36	80,6	16,97	85,15	17,93	83,9	17,66	40,2	15,46	95	289,85
01/07/2023 00:45	Lille catho	1121	83,8	17,64	78,47	16,52	75,53	15,9	31,8	12,23	1289	269,6
01/07/2023 01:32	Lyon sud	2957	74,9	15,77	81,92	17,25	72,65	15,29	28	10,77	780	257,47
01/07/2023 01:55	Paris V	4055	76,75	16,16	71,78	15,11	69,33	14,6	33,4	12,85	3531	251,26
01/07/2023 01:58	Poitiers	1172	81,95	17,25	78,75	16,58	75,63	15,92	32,8	12,62	1550	269,13
01/07/2023 02:16	Toulouse	535	81,8	17,22	81,57	17,17	82,73	17,42	29,8	11,46	2321	275,9
01/07/2023 02:45	Strasbourg	3127	77,4	16,29	72,12	15,18	72,25	15,21	34,6	13,31	5008	256,37
01/07/2023 02:59	Sainté	7789	71,15	14,98	66,37	13,97	67,92	14,3	16,6	6,38	6600	222,04
01/07/2023 03:13	Marseille	1652	74,52	15,69	78,37	16,5	73,85	15,55	38,8	14,92	2114	265,54
01/07/2023 06:06	Lyon est	7013	68,05	14,33	68,05	14,33	67,93	14,3	26,2	10,08	5753	230,23
01/07/2023 06:07	Grenoble	2082	76,6	16,13	80,55	16,96	74,93	15,77	30,6	11,77	1365	262,68
01/07/2023 07:27	Paris 13	971	79,8	16,8	78,22	16,47	75,73	15,94	37	14,23	620	270,75
